"Var1"	"Freq"
"1"	"ela"	158
"2"	"elas"	3
"3"	"ele"	213
"4"	"eles"	9
"5"	"eu"	327
"6"	"me"	51
"7"	"meu"	33
"8"	"meus"	6
"9"	"minha"	56
"10"	"minhas"	3
"11"	"nos"	2
"12"	"nós"	15
"13"	"nossa"	2
"14"	"nossas"	2
"15"	"nosso"	7
"16"	"se"	88
"17"	"seu"	6
"18"	"sua"	9
"19"	"suas"	1
"20"	"te"	5
"21"	"teu"	3
"22"	"tu"	26
"23"	"tua"	5
"24"	"tuas"	1
