"Var1"	"Freq"
"1"	"ela"	151
"2"	"elas"	4
"3"	"ele"	158
"4"	"eles"	21
"5"	"eu"	179
"6"	"me"	21
"7"	"meu"	31
"8"	"meus"	8
"9"	"minha"	16
"10"	"minhas"	2
"11"	"nos"	21
"12"	"nós"	75
"13"	"nossa"	52
"14"	"nossas"	13
"15"	"nosso"	42
"16"	"nossos"	13
"17"	"se"	81
"18"	"seu"	12
"19"	"seus"	1
"20"	"sua"	15
"21"	"suas"	4
"22"	"tu"	4
